mid,times,player_0,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9
665,240,15,1,4,13,5,7,3,5,21,17
665,300,15,2,7,16,5,13,4,6,27,19
665,360,25,4,8,16,6,14,7,6,30,25
665,420,29,4,13,17,6,16,9,6,37,29
665,480,37,4,14,24,7,16,9,7,40,32
665,540,37,4,14,31,8,16,14,7,47,39
665,600,42,4,14,36,8,18,14,7,47,47
666,60,1,2,3,4,1,4,2,3,1,1
666,120,1,5,3,5,7,9,6,13,1,1
666,180,1,6,7,7,13,16,7,21,1,1
666,240,2,9,10,15,17,19,8,27,1,2
666,300,2,9,15,23,19,21,10,31,1,2
666,360,2,14,18,25,24,26,13,40,3,2
666,420,2,17,20,28,25,32,16,49,3,2
666,480,6,20,23,35,31,41,24,58,3,2
666,540,6,21,24,45,38,49,24,68,4,2
666,600,6,26,27,47,49,58,27,78,4,3
667,60,1,3,1,1,2,5,3,1,1,2
667,120,2,4,2,4,2,9,7,2,5,2
667,180,4,5,2,6,4,13,7,2,6,2
667,240,8,7,6,7,6,18,7,2,10,2
667,300,12,9,8,9,9,29,10,2,16,3
667,360,12,13,12,10,10,35,16,2,21,3
667,420,12,13,13,17,10,42,17,2,24,3
667,480,13,16,17,19,12,50,23,2,25,3
667,540,13,18,17,21,12,50,26,2,25,5
667,600,16,18,18,25,13,54,30,2,28,6
668,60,1,1,1,1,4,1,1,4,2,1
668,120,5,1,1,7,10,1,3,8,7,1
668,180,6,1,2,10,17,1,4,12,12,2
668,240,8,4,2,17,26,1,5,17,15,5
668,300,13,10,2,20,32,1,5,18,24,6
668,360,18,10,2,23,40,3,5,27,29,12
668,420,23,10,3,30,51,3,5,28,34,13
668,480,28,10,3,38,57,3,5,34,40,19
668,540,36,12,4,46,60,3,5,38,49,20
668,600,40,13,4,56,64,3,5,46,57,27
669,60,1,4,3,1,2,2,3,1,1,5
669,120,2,8,5,2,3,5,4,2,2,7
669,180,4,13,8,2,5,9,6,3,4,7
669,240,6,21,8,4,6,13,8,4,6,7
669,300,8,26,9,5,7,16,9,6,7,9
669,360,8,27,14,8,8,17,10,8,14,10
669,420,8,30,15,14,13,17,14,10,18,14
669,480,8,35,18,16,15,18,16,10,24,17
669,540,10,40,20,18,17,18,16,12,27,18
669,600,13,46,23,21,18,24,19,13,28,21
670,60,2,4,3,1,1,1,2,2,3,1
670,120,5,9,5,1,1,1,3,12,6,1
670,180,5,17,9,5,1,1,5,20,7,1
670,240,6,25,13,12,1,1,9,28,9,2
670,300,9,32,13,16,1,3,12,34,9,2
670,360,12,39,14,20,1,3,15,40,12,3
670,420,14,45,14,26,1,5,17,47,13,3
670,480,16,50,23,38,1,7,20,52,14,3
670,540,20,54,29,38,1,8,24,57,19,4
670,600,25,62,36,45,1,10,26,63,24,5
671,60,1,1,1,2,1,3,2,1,2,2
671,120,6,1,6,7,2,6,2,1,4,2
671,180,7,1,9,8,2,10,4,1,4,2
671,240,8,1,15,13,2,14,7,1,4,2
671,300,14,2,18,13,3,18,8,1,7,2
671,360,23,2,18,15,3,19,9,1,7,2
671,420,29,4,23,15,4,20,12,1,16,3
671,480,29,4,27,18,8,27,13,3,17,3
671,540,32,5,29,18,8,28,13,6,18,3
671,600,36,14,30,20,8,32,14,8,18,3
672,60,1,1,2,2,1,2,1,2,2,3
672,120,5,1,7,6,1,2,1,8,2,9
672,180,5,1,7,12,4,3,1,14,6,15
672,240,5,4,14,17,4,3,3,18,8,18
672,300,5,8,19,21,4,3,3,25,12,20
672,360,5,13,23,28,4,5,3,29,14,23
672,420,6,19,26,31,4,5,3,36,18,24
672,480,6,20,26,41,5,6,3,47,26,28
672,540,6,20,29,47,8,7,3,52,26,32
672,600,7,20,34,56,8,9,3,62,39,35
673,60,1,3,1,3,1,1,3,1,3,1
673,120,4,10,2,6,3,5,9,1,7,1
673,180,8,14,2,10,3,12,15,1,14,1
673,240,12,15,2,10,7,15,19,1,23,1
673,300,15,17,2,15,12,17,19,3,27,1
673,360,16,17,2,16,12,25,23,8,36,1
673,420,21,17,3,23,15,25,27,10,39,1
673,480,24,21,3,31,15,28,35,10,42,1
673,540,29,25,3,37,16,29,42,13,46,1
673,600,32,25,3,46,16,29,43,13,50,1
674,60,2,3,4,3,1,1,5,3,1,1
674,120,2,8,12,8,1,1,8,7,1,4
674,180,2,8,12,12,1,1,15,13,1,7
674,240,3,10,14,15,2,1,21,21,2,8
674,300,4,10,19,21,3,1,25,21,2,8
674,360,4,17,20,23,3,1,25,23,2,8
674,420,4,24,23,26,3,1,32,24,2,8
674,480,4,28,25,30,3,1,39,28,2,8
674,540,4,35,30,37,3,1,39,35,2,8
674,600,4,40,40,46,3,1,43,36,2,9
675,60,1,3,4,2,2,3,1,5,1,4
675,120,1,7,5,2,3,3,1,7,1,10
675,180,1,10,7,3,5,6,1,9,4,14
675,240,1,12,9,3,12,9,1,10,7,15
675,300,1,14,17,3,14,9,1,15,9,19
675,360,2,19,23,5,19,12,1,20,10,24
675,420,2,23,28,5,25,16,1,27,12,25
675,480,2,30,31,5,34,19,2,36,12,32
675,540,2,34,35,5,36,21,2,40,12,34
675,600,2,40,35,5,45,29,2,48,13,36
676,60,1,1,1,4,2,4,2,1,1,3
676,120,4,4,1,8,2,9,2,4,1,7
676,180,4,7,1,12,3,17,2,5,1,10
676,240,5,7,1,17,3,21,2,7,1,14
676,300,5,12,1,18,3,26,2,13,1,17
676,360,5,18,1,21,5,34,2,17,1,19
676,420,7,23,1,26,7,41,2,21,3,24
676,480,7,23,1,27,9,48,2,27,3,29
676,540,7,23,1,34,10,51,4,30,4,34
676,600,7,23,1,35,14,52,5,32,5,39
677,60,4,1,1,2,2,2,1,3,2,1
677,120,6,4,2,7,3,4,4,4,7,1
677,180,13,6,5,9,3,4,4,5,8,1
677,240,20,8,6,15,4,7,8,7,9,2
677,300,20,10,6,18,5,9,8,13,10,2
677,360,25,16,7,25,5,13,8,17,12,2
677,420,27,17,7,27,8,15,10,17,12,7
677,480,27,19,8,31,13,15,16,18,14,8
677,540,27,19,13,32,15,17,17,21,20,8
677,600,27,24,14,37,15,17,20,27,20,8
678,60,1,3,3,1,2,1,2,1,3,3
678,120,3,6,8,1,4,1,2,3,5,4
678,180,5,10,14,1,8,2,3,5,6,8
678,240,7,15,18,2,12,2,4,7,10,10
678,300,9,17,23,2,13,2,8,8,10,12
678,360,9,21,26,3,18,2,14,8,16,14
678,420,9,21,32,5,19,2,19,8,18,14
678,480,9,21,36,5,19,2,19,8,20,21
678,540,10,25,39,5,19,2,25,10,25,24
678,600,10,30,45,10,19,3,25,10,36,27
679,60,1,4,1,1,2,1,3,1,4,2
679,120,1,9,1,3,2,4,4,1,7,8
679,180,2,13,1,5,2,4,5,1,17,14
679,240,2,16,1,15,2,4,6,1,20,18
679,300,4,18,1,18,6,5,8,1,26,21
679,360,4,18,1,25,6,7,8,2,34,27
679,420,4,25,2,26,8,10,9,2,42,27
679,480,4,31,2,30,8,12,12,2,47,31
679,540,4,36,2,39,8,14,12,2,52,39
679,600,4,43,2,43,14,14,19,2,60,46
680,60,1,4,3,1,1,5,1,1,1,1
680,120,2,6,4,3,1,9,5,1,3,6
680,180,2,12,6,4,1,14,8,3,4,6
680,240,2,18,8,5,1,18,13,4,6,7
680,300,3,26,10,6,1,20,16,4,6,8
680,360,3,28,14,9,1,25,18,4,8,13
680,420,3,32,15,15,4,26,21,4,10,16
680,480,8,38,20,18,4,31,26,4,13,17
680,540,9,42,26,23,4,39,30,5,14,18
680,600,10,48,34,26,4,47,30,5,15,23
681,60,1,2,1,1,1,3,1,3,4,4
681,120,4,5,8,2,2,4,2,5,8,8
681,180,4,12,13,2,5,6,2,5,9,13
681,240,6,13,17,2,6,8,3,6,13,13
681,300,9,14,23,3,10,12,5,6,17,13
681,360,9,16,30,5,12,13,5,7,24,14
681,420,12,21,36,5,15,13,7,7,30,17
681,480,12,26,36,5,18,16,10,12,31,25
681,540,12,29,40,5,21,18,13,12,34,27
681,600,12,32,42,5,27,25,14,21,39,29
682,60,3,2,1,1,1,4,1,1,1,1
682,120,4,3,1,3,2,7,2,2,3,2
682,180,6,8,1,3,2,10,3,2,3,2
682,240,7,14,2,3,4,13,5,2,4,3
682,300,9,18,4,3,5,13,6,2,8,3
682,360,9,24,4,4,8,13,9,2,13,3
682,420,12,25,4,5,13,14,14,4,15,3
682,480,13,28,5,5,16,14,16,4,18,3
682,540,15,32,5,6,16,16,17,4,20,7
682,600,16,32,7,6,19,16,20,4,20,7
683,60,1,1,1,4,3,1,2,1,3,3
683,120,1,2,1,12,13,1,3,1,10,3
683,180,1,3,1,16,19,1,6,1,15,4
683,240,1,3,1,18,29,1,8,1,24,9
683,300,2,3,1,24,35,1,9,1,32,12
683,360,7,3,1,28,42,2,12,1,38,14
683,420,10,3,1,38,48,3,15,1,45,21
683,480,12,3,3,41,54,3,20,1,51,24
683,540,12,3,3,51,60,3,20,2,58,28
683,600,14,4,3,58,63,3,24,2,65,35
684,60,3,4,1,1,4,1,2,4,3,2
684,120,8,4,1,1,8,1,2,8,8,5
684,180,12,8,1,3,10,1,3,14,14,9
684,240,17,9,1,4,13,1,3,23,18,14
684,300,20,14,2,8,13,1,3,27,25,20
684,360,28,17,2,9,19,1,3,31,32,25
684,420,31,19,4,9,19,1,3,35,40,29
684,480,41,29,4,9,24,2,3,43,45,32
684,540,50,31,5,9,28,3,4,46,48,34
684,600,52,32,5,13,35,3,4,46,52,34
685,60,3,1,2,1,5,1,4,2,3,1
685,120,8,1,2,1,9,1,13,5,4,1
685,180,8,1,2,1,20,1,16,10,5,1
685,240,16,1,6,1,24,2,19,18,13,1
685,300,17,1,7,2,30,3,25,23,14,2
685,360,17,4,9,2,36,4,28,27,17,2
685,420,17,5,13,2,41,4,37,35,19,2
685,480,17,7,23,2,41,4,39,35,24,2
685,540,21,7,26,3,41,4,39,39,27,2
685,600,26,7,26,4,50,6,42,43,28,2
686,60,2,4,1,4,2,4,1,2,1,2
686,120,2,7,2,8,4,4,2,5,6,2
686,180,2,8,3,10,4,8,2,8,9,4
686,240,5,10,4,12,10,10,2,8,10,7
686,300,6,13,7,15,18,14,2,12,12,9
686,360,7,15,7,23,19,14,2,12,13,10
686,420,8,15,7,24,25,16,2,15,13,10
686,480,9,24,9,26,31,16,2,21,17,13
686,540,10,27,10,29,35,17,2,27,25,14
686,600,10,29,14,30,41,17,2,34,25,14
687,60,1,1,3,2,1,3,1,2,1,2
687,120,4,2,6,7,1,4,1,8,2,7
687,180,5,4,8,13,1,5,1,12,2,8
687,240,6,8,15,14,1,10,1,19,2,10
687,300,7,9,23,15,3,17,2,20,3,14
687,360,10,14,37,16,3,21,2,28,3,14
687,420,10,19,49,18,3,30,3,31,3,19
687,480,16,21,53,28,3,36,5,36,3,19
687,540,17,21,56,28,4,45,6,38,3,20
687,600,17,30,64,35,5,54,6,41,4,28
688,60,4,1,3,1,1,1,2,2,1,2
688,120,4,4,9,1,2,1,7,9,2,5
688,180,5,10,15,1,2,1,12,18,2,7
688,240,6,14,26,2,2,1,18,25,5,10
688,300,10,16,27,2,5,1,26,34,5,13
688,360,14,20,32,2,5,1,29,43,5,15
688,420,17,28,36,2,5,1,31,48,12,17
688,480,20,36,48,3,5,2,38,58,12,21
688,540,21,41,61,4,6,7,45,65,12,21
688,600,21,50,73,4,6,7,47,76,14,28
689,60,1,5,2,1,4,1,1,1,2,3
689,120,3,12,6,1,13,1,1,3,5,8
689,180,3,15,9,2,17,1,1,7,10,14
689,240,4,21,15,2,21,2,2,9,16,18
689,300,4,25,24,2,26,3,2,15,19,19
689,360,4,31,25,2,34,4,2,16,24,24
689,420,4,38,25,2,39,4,2,17,30,28
689,480,4,47,25,2,42,6,2,17,41,35
689,540,4,53,29,2,49,7,2,19,45,38
689,600,5,61,30,2,59,7,2,19,47,46
690,60,1,1,3,2,1,5,3,1,3,1
690,120,4,1,12,7,1,13,8,1,3,1
690,180,5,1,16,16,1,13,14,1,3,1
690,240,8,1,21,26,2,21,19,1,4,1
690,300,14,1,25,30,2,27,28,2,5,1
690,360,14,1,36,39,8,35,38,2,5,2
690,420,15,1,40,42,9,41,38,3,6,3
690,480,15,4,51,50,9,51,47,4,6,4
690,540,15,4,61,57,9,60,49,6,7,5
690,600,24,4,61,58,9,69,53,8,7,5
691,60,1,3,1,3,1,1,3,3,1,4
691,120,3,6,1,9,2,1,4,5,1,13
691,180,3,13,1,15,2,1,8,8,1,19
691,240,3,18,1,23,3,1,9,15,1,27
691,300,3,23,1,23,5,2,13,20,1,36
691,360,3,29,3,26,8,2,15,25,1,40
691,420,3,36,3,29,9,2,18,29,1,47
691,480,3,37,4,35,12,2,19,34,3,56
691,540,3,42,4,43,15,2,25,37,3,64
691,600,3,42,5,48,17,2,32,37,3,73
692,60,1,3,3,2,2,1,1,3,2,4
692,120,1,8,7,9,2,3,4,5,4,8
692,180,1,16,9,16,2,6,6,9,4,16
692,240,1,19,13,25,2,6,8,13,9,23
692,300,1,24,15,30,2,7,10,18,10,28
692,360,2,30,16,38,2,9,13,27,10,35
692,420,3,31,18,43,6,10,17,34,16,40
692,480,3,39,24,49,6,10,21,38,16,49
692,540,4,46,25,51,6,14,21,40,21,54
692,600,5,52,26,51,6,15,21,47,23,59
693,60,2,2,3,3,3,5,1,3,1,1
693,120,3,2,5,10,6,10,1,7,1,4
693,180,8,2,5,13,8,15,1,8,1,4
693,240,10,5,7,19,15,16,1,13,1,5
693,300,10,6,9,21,24,19,1,13,1,7
693,360,14,9,9,27,31,26,1,17,1,8
693,420,14,10,12,30,34,34,1,20,1,8
693,480,16,17,14,37,41,41,1,21,1,8
693,540,16,18,21,42,41,43,1,25,1,10
693,600,19,24,23,52,43,52,1,26,3,13
694,60,3,2,4,1,2,1,1,1,2,2
694,120,4,4,6,4,2,1,2,1,3,6
694,180,5,6,7,8,3,1,6,1,5,8
694,240,6,9,9,10,3,2,6,1,6,12
694,300,6,17,13,13,4,2,8,2,7,16
694,360,7,19,16,13,4,3,8,6,9,18
694,420,8,21,18,15,5,3,9,7,13,24
694,480,8,25,21,20,5,4,10,9,13,29
694,540,8,29,21,25,5,4,13,9,15,29
694,600,8,35,21,26,9,4,16,10,18,29
695,60,3,3,1,1,4,4,1,2,1,3
695,120,6,12,1,5,5,10,1,7,4,7
695,180,7,16,2,6,6,19,2,8,6,10
695,240,9,16,3,10,7,27,2,12,7,17
695,300,12,20,5,10,15,31,2,17,8,21
695,360,13,27,5,17,16,36,3,21,12,26
695,420,14,36,5,19,18,45,3,24,15,26
695,480,19,45,5,23,23,53,4,32,15,34
695,540,19,53,5,29,28,54,6,35,17,36
695,600,19,59,5,34,28,63,6,42,17,40
696,60,2,1,3,1,3,2,3,1,1,2
696,120,3,1,9,1,9,5,7,2,1,9
696,180,4,2,18,2,14,7,12,6,1,15
696,240,7,2,25,2,19,10,16,6,3,24
696,300,14,2,32,3,26,15,23,6,4,27
696,360,14,3,39,5,30,16,24,6,4,35
696,420,16,4,43,6,32,17,28,7,4,37
696,480,26,4,46,6,38,20,29,12,5,37
696,540,31,7,53,6,46,21,29,13,5,48
696,600,32,8,58,9,49,24,31,17,6,56
697,60,1,4,3,1,1,4,1,1,5,1
697,120,1,8,12,1,3,9,1,2,10,2
697,180,1,13,19,1,3,16,2,2,17,3
697,240,1,15,21,1,7,18,2,2,20,7
697,300,1,21,24,1,9,23,2,2,29,9
697,360,2,25,25,1,9,29,5,3,35,13
697,420,5,35,36,1,12,35,5,3,37,13
697,480,5,40,42,2,13,38,6,5,43,18
697,540,6,42,48,2,15,42,9,7,49,21
697,600,7,50,54,2,16,50,14,8,49,26
698,60,5,1,1,3,2,1,1,2,3,3
698,120,13,1,1,9,3,1,1,2,5,5
698,180,17,1,1,18,5,1,1,3,8,6
698,240,25,2,1,26,9,1,1,3,12,12
698,300,29,2,1,31,10,1,1,3,15,16
698,360,41,5,1,40,10,2,1,3,18,20
698,420,41,6,1,47,13,2,1,3,20,25
698,480,51,6,1,52,14,2,1,6,28,29
698,540,56,6,1,57,16,2,1,7,32,37
698,600,63,8,1,67,18,6,1,7,32,38
699,60,3,2,3,1,3,2,3,2,3,1
699,120,4,5,8,2,4,4,5,4,7,3
699,180,6,9,13,3,4,8,8,6,9,5
699,240,6,14,15,6,6,12,10,12,12,6
699,300,12,16,18,9,6,13,13,14,12,6
699,360,17,18,21,10,6,17,18,15,14,8
699,420,21,19,24,10,6,24,23,15,18,10
699,480,26,21,30,16,6,31,29,15,21,13
699,540,27,26,30,19,6,35,36,17,30,14
699,600,27,29,35,26,6,37,40,19,34,16
700,60,4,1,1,2,1,1,1,4,5,1
700,120,6,1,2,5,2,2,2,7,10,2
700,180,9,5,2,6,2,2,5,13,18,2
700,240,15,7,2,9,3,3,6,21,26,2
700,300,18,8,2,13,4,5,8,23,32,2
700,360,26,10,2,15,4,5,8,30,36,2
700,420,30,12,6,18,5,5,8,35,37,2
700,480,37,14,6,21,5,9,10,38,45,2
700,540,42,14,6,26,6,12,10,45,52,2
700,600,49,14,6,32,6,13,14,51,60,6
701,60,4,1,3,2,1,2,1,1,1,3
701,120,7,1,6,3,3,9,1,4,1,8
701,180,12,2,10,5,4,17,1,7,1,10
701,240,13,2,16,7,4,23,1,9,2,17
701,300,19,2,21,8,5,29,1,12,3,19
701,360,28,3,29,8,5,37,1,12,3,25
701,420,36,3,36,9,5,45,2,15,3,31
701,480,45,3,45,12,5,52,2,17,3,39
701,540,51,3,52,14,5,60,2,17,7,43
701,600,57,3,56,14,5,65,5,18,12,49
702,60,3,2,2,4,1,2,2,2,1,1
702,120,4,6,2,9,3,5,3,3,1,3
702,180,5,8,2,10,4,8,3,3,2,4
702,240,13,12,4,12,7,14,3,5,3,5
702,300,14,13,5,12,7,16,5,6,3,5
702,360,16,14,9,13,9,19,8,8,4,5
702,420,19,17,10,17,9,23,13,10,5,6
702,480,30,24,12,20,10,27,16,14,5,6
702,540,35,27,13,25,10,27,16,14,5,6
702,600,43,27,17,31,10,31,17,14,9,7
703,60,1,1,3,2,1,1,1,5,3,3
703,120,1,6,9,3,5,2,1,13,7,6
703,180,1,8,18,3,9,2,2,17,8,8
703,240,1,12,23,3,16,2,3,20,12,12
703,300,3,12,28,3,19,2,3,30,14,14
703,360,5,14,36,3,25,2,4,34,18,20
703,420,5,16,36,3,27,3,5,34,21,26
703,480,10,23,45,3,29,3,6,39,30,29
703,540,17,28,47,3,37,3,6,46,30,34
703,600,17,29,56,3,37,3,7,57,31,34
704,60,2,3,3,3,1,1,2,5,1,1
704,120,2,7,7,7,2,1,4,9,1,4
704,180,4,15,9,12,5,1,7,14,3,7
704,240,4,18,15,17,6,1,9,18,4,10
704,300,4,24,17,25,9,1,13,18,4,15
704,360,6,24,21,26,10,1,18,20,4,17
704,420,7,26,23,32,14,1,25,28,4,23
704,480,10,29,24,38,14,1,32,34,4,28
704,540,12,31,29,48,16,4,34,35,5,28
704,600,14,31,31,53,18,6,36,40,6,29
705,60,1,1,2,1,4,4,1,1,2,3
705,120,2,3,7,2,9,8,1,1,5,9
705,180,2,4,13,5,13,9,1,1,8,13
705,240,2,4,17,7,14,15,2,1,14,19
705,300,2,4,17,7,17,16,3,1,19,21
705,360,2,6,23,10,17,25,3,1,23,26
705,420,2,17,23,12,19,28,3,1,25,31
705,480,4,19,25,13,24,34,3,2,26,38
705,540,5,23,34,14,28,38,4,2,31,40
705,600,5,27,39,14,29,38,5,3,31,47
706,60,4,1,1,1,1,1,1,1,6,4
706,120,9,6,1,2,1,8,1,1,10,6
706,180,10,12,1,6,1,12,1,2,16,7
706,240,17,18,1,8,1,16,1,2,25,12
706,300,24,23,1,8,1,21,3,4,29,15
706,360,30,26,1,12,1,24,3,4,32,15
706,420,32,31,1,19,1,28,3,4,37,15
706,480,39,34,1,25,1,31,3,4,40,21
706,540,41,43,1,29,2,31,3,5,42,24
706,600,47,49,4,34,2,31,4,5,45,26
707,60,2,1,4,1,4,1,1,1,2,5
707,120,4,1,10,1,9,5,3,2,8,12
707,180,7,1,16,2,18,5,5,2,16,12
707,240,8,3,25,2,25,5,5,2,24,15
707,300,8,3,27,5,34,5,6,3,31,23
707,360,8,3,27,9,42,5,9,4,34,29
707,420,9,4,34,10,51,7,10,4,45,34
707,480,9,7,40,10,68,12,10,5,53,39
707,540,12,12,42,10,73,12,13,8,61,46
707,600,12,13,49,10,82,12,14,9,70,48
708,60,3,1,1,3,2,1,1,3,2,1
708,120,8,1,1,5,4,2,4,5,9,4
708,180,9,8,1,12,4,2,7,12,13,4
708,240,15,8,1,17,4,3,8,17,14,4
708,300,21,15,2,18,4,3,8,24,19,7
708,360,24,16,2,20,4,3,8,29,23,8
708,420,27,17,2,25,4,3,10,37,25,12
708,480,29,18,2,29,6,3,13,45,36,13
708,540,32,18,2,35,7,3,13,53,47,14
708,600,38,21,3,39,8,3,13,60,52,14
709,60,1,3,3,1,1,5,2,2,1,2
709,120,2,5,5,3,1,9,5,3,6,5
709,180,7,12,12,6,1,16,10,4,8,6
709,240,7,17,21,9,1,21,13,6,14,6
709,300,7,24,24,10,1,27,16,7,17,8
709,360,7,28,27,18,1,30,18,7,23,12
709,420,10,35,29,31,1,30,18,8,29,16
709,480,10,41,32,45,4,39,21,12,43,17
709,540,10,46,40,51,4,45,27,13,48,24
709,600,12,51,46,70,4,50,34,15,52,31
710,60,3,1,2,2,2,3,4,1,1,2
710,120,6,2,2,6,2,4,7,1,1,2
710,180,8,2,5,8,2,7,13,2,2,3
710,240,14,4,8,13,2,9,17,2,2,3
710,300,15,5,8,15,5,12,20,2,2,3
710,360,18,5,10,21,6,18,28,2,2,3
710,420,18,8,14,23,10,21,31,2,6,4
710,480,18,8,14,27,15,25,34,5,12,4
710,540,18,8,20,31,15,30,37,5,21,4
710,600,19,8,24,38,16,30,38,5,30,4
711,60,4,1,3,1,4,4,1,2,1,2
711,120,10,3,4,4,9,8,2,3,3,5
711,180,17,3,6,4,14,9,2,5,4,9
711,240,21,3,7,6,15,13,2,7,5,12
711,300,28,4,13,7,20,15,3,7,6,14
711,360,35,4,19,7,24,19,3,8,7,24
711,420,45,4,23,10,24,20,3,12,7,28
711,480,48,6,28,12,27,23,3,16,7,37
711,540,57,6,28,14,30,26,6,16,7,39
711,600,57,7,35,17,35,28,8,16,7,42
712,60,1,1,5,1,1,2,2,1,3,1
712,120,1,3,9,4,2,6,10,3,7,1
712,180,1,4,14,9,6,8,15,3,9,2
712,240,1,4,21,10,10,9,19,3,14,2
712,300,1,4,29,17,13,12,24,4,17,2
712,360,1,4,37,23,18,12,32,5,19,2
712,420,1,4,42,24,26,14,35,6,24,4
712,480,2,4,51,25,31,17,40,6,28,5
712,540,2,4,60,26,35,17,45,7,31,5
712,600,2,4,67,29,45,19,49,7,38,6
713,60,1,1,1,3,1,4,1,1,4,2
713,120,2,3,2,4,1,8,3,2,5,3
713,180,2,3,3,4,4,15,4,5,5,5
713,240,4,5,4,6,10,23,4,7,5,7
713,300,4,5,8,6,12,27,6,14,10,7
713,360,5,5,10,6,12,27,6,17,15,12
713,420,6,5,13,7,13,28,7,19,19,12
713,480,6,8,15,9,13,28,7,19,26,14
713,540,6,13,25,14,13,35,13,24,32,14
713,600,7,15,26,14,14,41,13,27,38,15
714,60,2,3,1,1,2,1,2,2,1,1
714,120,6,7,1,3,4,1,4,4,1,5
714,180,12,8,1,6,5,2,5,8,1,9
714,240,15,14,2,7,5,3,10,12,1,10
714,300,24,15,2,7,7,3,13,14,1,14
714,360,29,20,2,7,8,5,14,17,2,19
714,420,29,26,5,9,10,5,16,24,2,19
714,480,34,27,5,13,13,5,19,26,2,24
714,540,40,27,5,14,13,8,20,30,2,25
714,600,40,28,7,17,16,8,31,30,2,26
715,60,2,1,1,3,3,2,3,1,1,5
715,120,7,1,3,6,4,3,10,1,1,13
715,180,12,1,5,9,10,5,18,2,1,16
715,240,15,1,5,13,13,7,25,2,1,23
715,300,17,2,5,16,13,13,27,3,1,30
715,360,23,3,5,18,15,16,30,5,1,32
715,420,28,3,5,23,15,18,34,6,2,41
715,480,34,3,8,26,16,19,38,7,2,49
715,540,36,4,8,30,17,23,43,9,2,58
715,600,39,5,8,34,21,23,43,9,3,61
716,60,2,5,1,3,1,2,1,2,1,2
716,120,14,5,2,8,1,8,1,4,2,6
716,180,23,8,3,10,1,17,1,10,3,13
716,240,31,10,4,13,1,21,1,14,5,18
716,300,38,17,6,17,2,27,1,21,8,25
716,360,47,18,9,26,2,32,2,27,13,29
716,420,57,21,9,30,8,38,2,29,17,36
716,480,61,28,13,38,8,43,6,36,19,43
716,540,72,32,16,45,8,47,6,40,20,56
716,600,82,38,18,46,8,52,7,50,26,62
717,60,2,1,2,3,1,1,3,3,2,5
717,120,7,1,3,6,3,1,6,7,3,12
717,180,12,1,5,12,6,1,10,8,4,16
717,240,15,1,6,16,9,3,16,13,4,18
717,300,17,1,9,26,12,3,19,18,4,18
717,360,23,1,10,32,15,3,27,24,4,24
717,420,27,1,13,37,17,5,30,29,5,29
717,480,31,1,17,42,18,5,37,31,5,35
717,540,38,1,17,52,23,8,43,31,5,47
717,600,46,1,18,75,26,8,50,39,5,57
718,60,4,1,1,2,1,3,3,1,1,1
718,120,8,1,3,2,2,4,5,1,5,3
718,180,13,3,7,2,3,6,13,3,6,3
718,240,15,3,9,4,3,7,19,5,9,3
718,300,15,3,10,7,8,13,23,7,10,5
718,360,16,8,14,7,9,16,25,8,10,7
718,420,19,10,19,9,16,19,27,9,10,8
718,480,20,14,21,9,17,27,29,9,10,8
718,540,21,15,23,9,17,31,29,14,10,9
718,600,26,17,24,9,19,35,36,16,10,9
719,60,2,1,1,1,1,1,4,1,3,1
719,120,8,1,1,2,6,1,7,4,4,2
719,180,12,1,1,4,7,1,12,10,5,4
719,240,15,1,2,6,13,2,15,15,5,7
719,300,19,1,2,9,18,2,21,17,5,10
719,360,27,1,2,17,18,2,29,23,5,12
719,420,30,2,2,17,23,4,36,27,7,17
719,480,36,4,2,25,25,4,45,34,7,23
719,540,52,5,2,34,25,7,50,47,7,31
719,600,63,5,2,39,29,7,53,53,7,31
720,60,3,2,1,2,2,3,1,1,2,2
720,120,5,6,1,3,2,7,1,5,3,2
720,180,12,9,1,5,2,17,1,7,5,2
720,240,15,14,1,9,2,26,1,8,5,3
720,300,16,20,1,10,4,30,1,14,8,3
720,360,19,25,1,16,5,37,2,19,10,5
720,420,24,29,1,18,5,41,3,25,12,6
720,480,34,34,1,18,5,45,3,26,16,7
720,540,39,35,2,23,7,50,3,29,16,7
720,600,45,36,2,24,8,64,4,32,18,9
721,60,2,1,2,4,1,1,1,1,1,4
721,120,2,1,7,8,3,5,3,1,1,9
721,180,2,1,14,9,6,5,4,1,1,15
721,240,2,2,21,12,13,6,7,1,1,21
721,300,2,4,26,15,20,12,8,1,1,25
721,360,2,4,30,18,21,12,13,1,1,29
721,420,2,6,40,23,23,14,18,1,1,37
721,480,2,6,45,29,25,14,23,1,1,39
721,540,5,6,56,34,25,16,27,3,3,42
721,600,5,6,56,42,31,16,30,7,4,50
722,60,2,2,2,1,2,3,2,2,3,3
722,120,3,2,6,1,4,6,3,4,5,3
722,180,3,4,7,3,6,9,6,7,10,4
722,240,3,4,7,6,10,12,8,9,13,7
722,300,3,4,10,7,12,13,12,13,14,8
722,360,3,7,13,8,15,15,13,18,15,10
722,420,4,8,16,8,18,15,17,21,15,14
722,480,6,9,16,8,19,16,19,26,16,15
722,540,6,12,17,9,21,16,21,28,18,19
722,600,9,19,19,9,29,20,21,29,23,24
723,60,2,1,1,4,3,5,1,1,4,1
723,120,4,1,1,10,7,14,1,3,8,1
723,180,7,1,1,14,12,20,1,6,12,2
723,240,10,1,2,18,14,25,2,8,18,2
